Tên	Diện tích	Mức giá	Số phòng ngủ	Số toilet	Pháp lý	lat	lon
Căn hộ chung cư tại đường Phạm Ngọc Thạch	-0.27230624074196247	0.9	2	1	2	21.0089749	105.8345134
Nhà riêng tại đường Hoàng Quốc Việt	0.6407063467267707	19.0	28	30	2	21.0462988	105.7992852
Nhà riêng tại đường Minh Khai	-0.8151785900476957	8.3	3	5	2	20.9950928	105.8567517
Nhà mặt phố tại Làng Việt Kiều Châu Âu Euroland	0.14718602917610416	15.0	6	6	2	20.9834575653076	105.78564453125
Căn hộ chung cư tại HH1 Linh Đàm	-0.05022209784416248	1.39	2	2	-1	20.9647350311279	105.826362609863
Căn hộ chung cư tại CT Number One	0.5913543149717041	2.3	3	2	1	21.0427303314209	105.73021697998048
Nhà riêng tại đường Nguyễn Xiển	-0.8645306218027624	5.5	3	2	2	20.9871687	105.8065858
Nhà riêng tại phố Phùng Chí Kiên	-0.5684184312723625	11.5	6	5	2	21.0432126	105.8026243
Căn hộ chung cư tại D’. Le Roi Soleil	1.8991831564809705	10.8	3	2	-1	21.0658321380615	105.826507568359
Căn hộ chung cư tại Smile Building	0.7887624419919708	4.4	3	2	2	20.97833824157715	105.83633422851562
Nhà riêng tại đường Thụy Khuê	-0.5684184312723625	5.8	4	5	2	21.0427171	105.8241613
Nhà riêng tại đường Kim Giang	-0.7164745265375624	4.2	4	4	2	20.9791213	105.8210801
Căn hộ chung cư tại Sunshine Garden	0.6160303308492374	4.59	3	2	2	20.9966850280762	105.873847961426
Nhà riêng tại đường Nguyễn Văn Cừ	-0.4697143677622291	6.5	4	3	2	21.0495394	105.8834124
Nhà riêng tại đường Cầu Giấy	-0.9385586694353624	5.1	3	3	2	21.0319529	105.7995321
Nhà mặt phố tại đường Cầu Giấy	-0.6177704630274291	12.0	3	3	-1	21.0293067	105.8027628
Nhà riêng tại đường Trần Phú	-0.8892066376802957	3.3	3	4	2	20.9747143	105.7854713
Căn hộ chung cư tại HH2 Linh Đàm	-0.14892616135429582	1.5	2	2	1	20.96433448791504	105.8272933959961
Căn hộ chung cư tại Eco Lake View	0.09783399742103749	3.1	2	2	2	20.97309303283692	105.83837127685548
Căn hộ chung cư tại Khu đô thị Mỹ Đình I	0.887466505502104	2.9	3	2	2	21.0341358184814	105.764106750488
Nhà biệt thự, liền kề tại phố Trần Điền	-0.5930944471498958	11.5	6	5	2	20.9911424	105.8316475
Nhà riêng tại phường Ngọc Lâm	-0.4697143677622291	5.8	3	2	2	21.046162477343	105.871702740175
Nhà riêng tại đường Vĩnh Hưng	-0.7164745265375624	4.89	4	4	2	20.9891728	105.8779296
Nhà riêng tại đường Xuân Phương	-0.8645306218027624	2.9	4	3	2	21.0437115	105.7374215
Căn hộ chung cư tại Newhouse Xa La	-0.09957412959922915	2.02	2	2	2	20.9602222442627	105.792922973633
Căn hộ chung cư tại Hapulico Complex	0.5173262673391041	4.3	2	2	2	21.00048828125	105.80715942382812
Nhà riêng tại đường Lê Trọng Tấn	-0.7905025741701623	4.9	4	3	2	21.0002924	105.8280106
Căn hộ chung cư tại The Sakura - Vinhomes Smart City	-0.3463342883745624	2.65	2	2	1	21.005226135253903	105.7389144897461
Căn hộ chung cư tại Goldmark City	0.5913543149717041	3.7	3	2	2	21.044233	105.76732
Nhà riêng tại đường Nguyễn An Ninh	-0.9632346853128957	4.5	3	4	2	20.9911512	105.8446401
Căn hộ chung cư tại MD Complex Mỹ Đình	1.8991831564809705	5.99	3	2	2	21.0291328430176	105.761299133301
Nhà riêng tại phường Ngọc Thụy	0.5173262673391041	12.0	5	5	2	21.0590369255725	105.868185428359
Căn hộ chung cư tại Vinhomes Smart City	0.29524212444130415	3.1	3	2	-1	21.008852005004883	105.7439193725586
Căn hộ chung cư tại GoldSeason	0.49265025146157077	4.5	3	2	2	20.994772	105.80613
Nhà riêng tại đường Xuân Đỉnh	-0.8151785900476957	4.0	5	4	2	21.0713761	105.7943322
Căn hộ chung cư tại The Pride	1.8745071406034373	3.7	3	2	-1	20.9760246276855	105.761596679688
Nhà riêng tại đường Lương Yên	-0.09957412959922915	10.5	4	4	2	21.0107342	105.8628773
Căn hộ chung cư tại Hoàng Thành Pearl	0.961494553134704	5.7	3	2	1	21.0401592254639	105.76131439209
Căn hộ chung cư tại phố Tôn Đức Thắng	-0.6671224947824957	2.1	2	1	2	21.0267424	105.8338142
Nhà riêng tại đường Vương Thừa Vũ	-0.7905025741701623	8.1	3	5	2	20.9986295	105.8218709
Căn hộ chung cư tại Chung cư B4 - B14 Kim Liên	1.257606743665104	5.6	3	2	2	21.0101585388184	105.836334228516
Nhà biệt thự, liền kề tại Hinode Royal Park	0.7640864261144374	8.0	5	5	2	21.05610656738281	105.7163314819336
Căn hộ chung cư tại Vinhomes Metropolis - Liễu Giai	1.8991831564809705	17.5	4	3	2	21.03326988220215	105.81670379638672
Nhà mặt phố tại đường Trần Nguyên Đán	-0.3463342883745624	19.3	3	5	2	20.9869521	105.8323279
Nhà riêng tại phố Quan Nhân	-0.17360217723182914	6.5	6	4	2	21.0034688	105.8110286
Căn hộ chung cư tại Tây Hồ Residence	0.9368185372571707	7.55	3	2	1	21.055543899536133	105.8051300048828
Căn hộ chung cư tại An Bình City	0.3445941561963708	4.65	3	2	2	21.0495662689209	105.77859497070312
Nhà mặt phố tại đường Nguyễn Văn Tuyết	-0.2229542089868958	21.6	3	3	2	21.0111408117441	105.822345529116
Nhà riêng tại đường Giáp Hải	-0.8398546059252291	2.45	3	4	2	20.9970424493371	105.916851412774
Căn hộ chung cư tại Moonlight 1 - An Lạc Green Symphony	-0.07489811372169582	2.8	2	2	2	21.024394989013672	105.72908782958984
Nhà riêng tại đường Vương Thừa Vũ	-0.4697143677622291	6.0	4	4	2	20.9978209	105.8219007
Nhà riêng tại phố Kẻ Tạnh	-0.8151785900476957	5.0	3	3	2	21.0674567	105.9200531
Căn hộ chung cư tại Five Star Kim Giang	0.7640864261144374	3.8	3	2	-1	20.9860000610352	105.812187194824
Căn hộ chung cư tại Iris Garden	-0.19827819310936246	2.8	2	2	2	21.03116226196289	105.76041412353516
Căn hộ chung cư tại The Emerald	0.29524212444130415	3.2	2	2	2	21.0221614837646	105.771797180176
Căn hộ chung cư tại Green Park Tower	0.8627904896245707	4.6	3	2	1	21.02239990234375	105.7866668701172
Nhà biệt thự, liền kề tại Khu đô thị Văn Khê	-0.4697143677622291	9.35	5	4	2	20.972412109375	105.761528015137
Căn hộ chung cư tại The Park Home	0.4186222038289708	4.8	2	2	2	21.02956771850586	105.79187774658205
Nhà riêng tại đường Nguyễn Văn Huyên	0.39394618795143743	20.0	5	5	-1	21.0420749	105.797679
Nhà riêng tại đường Mậu Lương	-0.09957412959922915	8.2	4	5	2	20.9584268	105.7945406
Nhà riêng tại đường Nguyễn Chí Thanh	-0.42036233600716244	11.0	13	14	2	21.0208319	105.8086328
Căn hộ chung cư tại Golden Park Tower	0.6653823626043041	5.0	3	2	2	21.026817321777344	105.78766632080078
Nhà biệt thự, liền kề tại Khu đô thị Văn Khê	-0.42036233600716244	7.99	3	5	2	20.972412109375	105.76152801513672
Căn hộ chung cư tại Moonlight 1 - An Lạc Green Symphony	0.5913543149717041	4.51	2	2	2	21.024394989013672	105.72908782958984
Nhà riêng tại đường Nguyễn Văn Trỗi	-0.9385586694353624	2.3	3	3	2	20.9815383	105.7852512
Căn hộ chung cư tại Eco City Việt Hưng	0.19653806093117082	2.74	2	2	2	21.057735443115234	105.9133529663086
Căn hộ chung cư tại đường Nguyễn Lương Bằng	1.3809868230527707	6.75	3	2	-1	21.0155629	105.8280888
Nhà riêng tại đường Mễ Trì	0.39394618795143743	14.5	24	24	2	21.0118765	105.7758022
Nhà biệt thự, liền kề tại Làng Việt Kiều Châu Âu Euroland	0.14718602917610416	15.3	5	6	2	20.983457565307617	105.78564453125
Nhà riêng tại phố Xốm	-0.8398546059252291	2.5	5	3	2	20.9432354	105.7567199
Nhà riêng tại phố Bạch Mai	-0.8398546059252291	3.7	4	5	-1	20.998032	105.8503425
Căn hộ chung cư tại Vinhomes Gardenia	0.9368185372571707	4.3	3	2	2	21.0365676879883	105.760482788086
Căn hộ chung cư tại The Golden Palm Lê Văn Lương	1.331634791297704	6.6	4	2	-1	21.006311416625977	105.80747985839844
Nhà riêng tại phố Thái Thịnh	-0.4697143677622291	5.65	4	3	-1	21.0104478	105.8184384
Nhà riêng tại đường Kim Giang	-0.8398546059252291	3.85	3	5	2	20.9791213	105.8210801
Bán đất tại đường Cổ Linh	-0.2229542089868958	10.95	1	1	2	21.0242557	105.9024498
Nhà riêng tại đường Xuân Đỉnh	-0.6671224947824957	4.35	3	4	2	21.0713761	105.7943322
Căn hộ chung cư tại Trinity Tower	0.023805949788437503	3.0	2	2	0	21.000862	105.79305
Nhà riêng tại đường Minh Khai	-0.4943903836397624	4.5	4	4	1	20.9950928	105.8567517
Căn hộ chung cư tại Vinhomes Smart City	-0.5684184312723625	1.73	2	1	-1	21.008852005004883	105.7439193725586
Căn hộ chung cư tại Tecco Garden	0.7887624419919708	2.99	3	3	2	20.94645881652832	105.85578155517578
Căn hộ chung cư tại Vinhomes Smart City	-0.7905025741701623	1.29	1	1	2	21.008852005004883	105.7439193725586
Căn hộ chung cư tại Rose Town	0.5173262673391041	3.5	3	2	2	20.9565887451172	105.844886779785
Nhà riêng tại đường Ngọc Hồi	-0.5930944471498958	4.85	4	5	2	20.9361201	105.8454656
Căn hộ chung cư tại Green Park CT15 Việt Hưng	0.7640864261144374	3.95	3	2	2	21.064611434936523	105.91111755371094
Nhà mặt phố tại đường Trung Phụng	-0.5930944471498958	12.0	4	4	2	21.0147668	105.8412911
Nhà riêng tại đường Âu Cơ	-0.2229542089868958	10.6	4	3	-1	21.0628371	105.8321466
Căn hộ chung cư tại The Tonkin - Vinhomes Smart City	-0.3463342883745624	2.89	1	1	-1	21.005226135253903	105.7389144897461
Nhà riêng tại phố Pháo Đài Láng	-0.6177704630274291	10.8	3	5	2	21.018388	105.8040441
Căn hộ chung cư tại Cầu Giấy Center Point	1.4303388548078373	7.2	3	3	2	21.0322113037109	105.799697875977
Căn hộ chung cư tại Berriver Long Biên	0.24589009268623746	3.85	3	2	0	21.0548635	105.8884966
Nhà biệt thự, liền kề tại Sol Lake Villa	0.14718602917610416	9.7	4	6	-1	20.95998954772949	105.73592376708984
Căn hộ chung cư tại Imperia Smart City	-0.14892616135429582	3.29	2	2	2	20.9992771148682	105.73811340332
Căn hộ chung cư tại The Sparks	-0.2969822566194958	1.87	2	2	2	20.9798679351807	105.743919372559
Căn hộ chung cư tại Nam Đô Complex 609 Trương Định	1.6277469818281038	4.6	3	2	2	20.9797115325928	105.844833374023
Nhà riêng tại đường Trịnh Văn Bô	-0.765826558292629	3.88	5	3	2	21.0379017	105.7461221
Căn hộ chung cư tại Hà Nội Center Point	0.5420022832166375	5.2	3	2	2	21.0048179626465	105.804672241211
Nhà mặt phố tại đường Nguyễn Thị Định	-0.913882653557829	10.0	5	5	2	21.0098474	105.8046507
Nhà mặt phố tại phố Bạch Mai	-0.2229542089868958	17.5	4	4	2	20.998032	105.8503425
Nhà riêng tại đường Ô Cách	-0.9632346853128957	3.2	3	4	2	21.0586306	105.8973885
Nhà riêng tại đường Thanh Liệt	-0.913882653557829	4.2	3	5	2	20.9655989	105.8167019
Nhà riêng tại đường Văn Quán	-0.14892616135429582	8.0	4	4	2	20.977496	105.7939958
Căn hộ chung cư tại Green Stars	-0.2229542089868958	2.4	2	2	2	21.0523986816406	105.780181884766
Nhà biệt thự, liền kề tại Xuân Phương Tasco	1.8745071406034373	18.5	4	4	2	21.025352478027344	105.74130249023438
Nhà riêng tại phố Trần Quý Kiên	-0.2229542089868958	15.9	5	5	2	21.0375451	105.7919566
Nhà mặt phố tại đường Nguyễn Văn Cừ	0.887466505502104	19.0	4	3	-1	21.0429234	105.8712541
Căn hộ chung cư tại Eurowindow Multi Complex	0.8134384578695041	5.5	2	2	2	21.01108932495117	105.7999038696289
Nhà riêng tại đường Tây Trà	-0.765826558292629	4.5	3	4	2	20.9771264	105.8836001
Nhà riêng tại đường Vũ Xuân Thiều	-0.19827819310936246	7.99	3	5	2	21.0349208	105.919251
Nhà riêng tại đường Trương Định	-0.7905025741701623	3.8	4	4	2	20.9946633	105.8496907
Nhà mặt phố tại đường Thạch Bàn	0.14718602917610416	14.2	4	5	2	21.0250451	105.9078847
Nhà riêng tại đường Lê Lợi	-1.0866147647005624	3.2	3	3	2	20.9685829	105.779849
Nhà riêng tại đường Phố Trạm	-0.5930944471498958	4.5	3	4	2	21.026428	105.8930876
Căn hộ chung cư tại Skyline West Lake	0.19653806093117082	6.2	2	2	-1	21.085081100463867	105.81702423095705
Căn hộ chung cư tại VP3 Linh Đàm	0.023805949788437503	2.45	2	2	2	20.964454650878903	105.83135986328124
Căn hộ chung cư tại đường Vĩnh Phúc	0.09783399742103749	3.19	2	2	2	21.044106	105.8101164
Nhà riêng tại đường Quần Ngựa	-0.2229542089868958	9.9	6	3	2	21.0412845	105.8148576
Căn hộ chung cư tại Khu đô thị Trung Văn - Hancic	0.7640864261144374	3.15	3	2	-1	20.99221420288086	105.78868103027344
Căn hộ chung cư tại Vinhomes Gardenia	0.2705661085637708	4.5	2	2	2	21.03656768798828	105.76048278808594
Căn hộ chung cư tại Rice City Linh Đàm	-0.17360217723182914	2.45	2	2	2	20.96383476257324	105.82245635986328
Nhà biệt thự, liền kề tại đường Cao tốc Thăng Long Nội Bài	3.6018282520307703	12.5	5	3	2	21.0964206	105.7863724
Căn hộ chung cư tại Chung cư 671 Hoàng Hoa Thám	0.5420022832166375	4.0	2	2	-1	21.0470561981201	105.807746887207
Nhà riêng tại phố Lương Định Của	-0.543742415394829	8.6	7	5	2	21.0051976	105.8355164
Căn hộ chung cư tại Chung cư The Nine	1.035522600767304	6.5	3	2	2	21.0404415130615	105.780715942383
Nhà mặt phố tại đường Tô Hiệu	-0.913882653557829	9.0	4	4	2	20.9663569	105.7769556
Nhà riêng tại đường Bạch Đằng	-1.0866147647005624	3.1	3	4	2	21.0253204	105.8619037
Căn hộ chung cư tại Làng Việt Kiều Châu Âu Euroland	3.2316880138677706	5.7	4	3	2	20.983457565307617	105.78564453125
Căn hộ chung cư tại Vinhomes Smart City	-0.543742415394829	1.8	2	1	2	21.008852005004883	105.7439193725586
Căn hộ chung cư tại An Bình Plaza	0.3445941561963708	3.2	3	2	2	21.030909	105.77718
Nhà riêng tại đường Trần Nguyên Đán	-0.3463342883745624	7.5	5	3	2	20.9869521	105.8323279
Nhà biệt thự, liền kề tại Khu đô thị Kiến Hưng	-0.3463342883745624	7.5	4	5	2	20.95215034484864	105.78538513183594
Căn hộ chung cư tại Xuân Phương Residence	0.6653823626043041	3.2	3	2	2	21.0327262878418	105.753746032715
Căn hộ chung cư tại Chung cư Đại Thanh	-0.2229542089868958	1.55	2	2	2	20.9575748443604	105.806900024414
Căn hộ chung cư tại FLC Star Tower	-0.24763022486442912	2.1	2	1	2	20.962554931640625	105.76525115966795
Căn hộ chung cư tại Feliz Homes	0.5420022832166375	3.7	3	2	-1	20.98483657836914	105.85985565185548
Nhà riêng tại đường Đông Thắng	1.331634791297704	15.0	4	3	2	21.0879704824929	105.784521585649
Shophouse, nhà phố thương mại tại Dự án Thuận An	0.4432982197065041	13.0	5	4	2	21.00783920288086	105.93767547607422
Căn hộ chung cư tại An Bình City	0.12251001329857082	3.55	2	2	2	21.049566	105.778595
Căn hộ chung cư tại Masteri Waterfront	-0.543742415394829	3.0	1	1	0	20.9939937591553	105.950202941895
Nhà riêng tại đường Khương Đình	-0.543742415394829	5.5	4	4	2	20.9911336	105.8132797
Căn hộ chung cư tại Vinhomes Skylake	1.0108465848897707	7.0	3	2	2	21.0201683044434	105.780754089355
Nhà riêng tại đường Trương Định	-0.8398546059252291	4.65	4	4	2	20.980552	105.844657
Nhà riêng tại đường Xuân Đỉnh	-0.6917985106600291	4.55	3	4	2	21.0713761	105.7943322
Căn hộ chung cư tại Golden Park Tower	0.6653823626043041	5.0	3	2	2	21.0268173217773	105.787666320801
Căn hộ chung cư tại Sunshine Riverside	0.7147343943593707	4.2	3	2	2	21.078651428222656	105.8026123046875
Nhà riêng tại đường Nam Dư	-0.8398546059252291	4.45	6	5	2	20.9822997	105.8866913
Căn hộ chung cư tại Vinhomes Skylake	0.09783399742103749	5.0	2	2	-1	21.02016830444336	105.78075408935548
Nhà riêng tại đường Cầu Giấy	0.7147343943593707	12.5	16	17	2	21.0347606	105.7945499
Căn hộ chung cư tại Berriver Long Biên	0.3692701720739041	4.0	3	2	2	21.044317	105.87786
Căn hộ chung cư tại La Casta Văn Phú	0.7887624419919708	4.0	3	2	-1	20.9634590148926	105.762763977051
Căn hộ chung cư tại Feliz Homes	1.109550648399904	5.0	3	2	2	20.98483657836914	105.85985565185548
Căn hộ chung cư tại Masteri West Heights	-0.44503835188469576	2.8	1	1	2	21.00620651245117	105.73707580566406
Căn hộ chung cư tại Bamboo Airways Tower	0.6900583784818374	5.0	2	2	2	21.03449821472168	105.79551696777344
Căn hộ chung cư tại Imperia Sky Garden	0.14718602917610416	3.6	2	2	2	20.9984378814697	105.866737365723
Nhà riêng tại đường Kim Giang	-1.061938748823029	2.75	3	3	2	20.9640531	105.8185522
Căn hộ chung cư tại Vinhomes Symphony Riverside	2.7381676963171038	15.0	5	5	-1	21.046152114868164	105.9156494140625
Nhà riêng tại đường Giáp Nhất	-0.3216582724970291	10.5	4	4	2	21.0070593	105.8150776
Nhà biệt thự, liền kề tại HUD Me Linh Central	4.465488807744437	9.0	4	3	2	21.21137428283692	105.71751403808594
Căn hộ chung cư tại CT36 - Dream Home	0.5666782990941708	3.78	3	2	-1	20.978593826293945	105.83534240722656
Nhà biệt thự, liền kề tại Làng Việt Kiều Châu Âu Euroland	0.5173262673391041	22.0	4	6	2	20.9834575653076	105.78564453125
Nhà riêng tại đường Tứ Liên	2.442055505786704	9.5	5	5	-1	21.0695076	105.8378366
Nhà riêng tại đường Lạc Long Quân	-0.12425014547676247	14.2	6	6	2	21.0767438	105.8147711
Nhà riêng tại phố Chính Kinh	0.5173262673391041	17.0	25	25	2	20.9993894	105.8113464
Căn hộ chung cư tại Vimeco I - Phạm Hùng	0.12251001329857082	3.0	2	1	2	21.00873374938965	105.79022979736328
Căn hộ chung cư tại Khu đô thị mới Linh Đàm	0.17186204505363747	1.97	3	2	-1	20.97145652770996	105.8281707763672
Nhà biệt thự, liền kề tại Khu đô thị Đặng Xá 1	3.281040045622837	15.15	4	4	-1	21.01677322387696	105.95018768310548
Nhà riêng tại đường Văn Quán	-0.7164745265375624	9.4	5	3	2	20.9654323	105.7894045
Căn hộ chung cư tại Lucky House Kiến Hưng	0.023805949788437503	1.55	2	2	-1	20.95020294189453	105.79106903076172
Căn hộ chung cư tại Vinhomes Times City - Park Hill	0.2705661085637708	4.43	2	2	2	20.99433326721192	105.86756134033205
Nhà riêng tại đường Nguyễn Sơn	0.22121407680870414	10.9	4	5	2	21.0456361	105.8807065
Căn hộ chung cư tại GoldSeason	1.0108465848897707	4.59	3	2	2	20.9947719573975	105.806129455566
Căn hộ chung cư tại Chung cư The Nine	0.9121425213796374	7.0	3	2	2	21.040441513061523	105.7807159423828
Căn hộ chung cư tại Masteri Waterfront	-0.9385586694353624	1.5	1	1	2	20.99399375915528	105.95020294189452
Nhà riêng tại đường Lê Trọng Tấn	-0.42036233600716244	8.3	6	5	2	21.0163377	105.7840464
Căn hộ chung cư tại The Golden Palm Lê Văn Lương	0.7640864261144374	4.8	3	2	-1	21.006311	105.80748
Căn hộ chung cư tại Tây Nam Hồ Linh Đàm	-0.2969822566194958	2.2	2	2	2	20.962661743164062	105.8212661743164
Căn hộ chung cư tại The Garden Hills - 99 Trần Bình	-0.27230624074196247	2.7	2	2	2	21.030405	105.77703
Căn hộ chung cư tại HH1 Linh Đàm	0.3445941561963708	2.5	3	2	-1	20.96473503112793	105.82636260986328
Nhà riêng tại đường Bằng Liệt	-0.8398546059252291	2.6	3	3	-1	20.9660343	105.8222866
Nhà riêng tại đường Trịnh Văn Bô	-0.8151785900476957	4.05	4	3	2	21.0397442067801	105.734105803613
