Tên	Diện tích	Mức giá	Số phòng ngủ	Số toilet	Pháp lý	lat	lon	Quận	Thành phố
Nhà riêng tại đường Kim Ngưu	30	4.5	3	3	2	21.0049863	105.8611049	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Nguyễn Văn Cừ	60	5.95	4	3	2	21.0438304	105.8723803	Long Biên	Hà Nội
Căn hộ chung cư tại Rivera Park Hà Nội	80	4.2	2	2	2	20.999119	105.80844	Thanh Xuân	Hà Nội
Nhà mặt phố tại đường Âu Cơ	110	21.5	6	5	2	21.0741939	105.8241243	Tây Hồ	Hà Nội
Căn hộ chung cư tại Khu đô thị Sài Đồng	69	2.3	3	2	0	21.0348453521729	105.912712097168	Long Biên	Hà Nội
Căn hộ chung cư tại Ecolife Capitol	105	4.0	3	2	2	20.9945335388184	105.789390563965	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Khu đô thị mới Thịnh Liệt	115	2.9	4	3	2	20.979793548583984	105.85580444335938	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Hoàng Thành Pearl	80	4.3	2	2	2	21.0401592254639	105.76131439209	Nam Từ Liêm	Hà Nội
Nhà mặt phố tại đường Vĩnh Hưng	120	12.0	2	2	2	20.9891728	105.8779296	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Thanh Xuân Complex	86	4.0	2	2	2	20.999294	105.804955	Thanh Xuân	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Văn Khê	83	11.0	4	4	2	20.972412109375	105.761528015137	Hà Đông	Hà Nội
Căn hộ chung cư tại Sunshine Riverside	60	3.1	2	2	2	21.078651428222656	105.8026123046875	Tây Hồ	Hà Nội
Căn hộ chung cư tại The Park Home	82	4.8	2	2	2	21.02956771850586	105.79187774658205	Cầu Giấy	Hà Nội
Nhà riêng tại đường Tây Sơn	35	4.0	3	3	2	21.0087573	105.824026	Đống Đa	Hà Nội
Nhà riêng tại đường Cổ Linh	55	7.0	4	4	2	21.0280879	105.8926223	Long Biên	Hà Nội
Nhà riêng tại đường Hoàng Hoa Thám	36	4.5	3	5	2	21.0395998	105.8279835	Ba Đình	Hà Nội
Căn hộ chung cư tại Dreamland Bonanza	174	8.0	4	3	2	21.03060913085937	105.7810287475586	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Feliz Homes	73	3.6	2	2	1	20.9848365783691	105.859855651855	Hoàng Mai	Hà Nội
Nhà riêng tại đường Nhân Mỹ	36	4.0	3	4	-1	21.0213667	105.7725297	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Tecco Garden	127	3.32	3	3	2	20.94645881652832	105.85578155517578	Thanh Trì	Hà Nội
Nhà riêng tại phố Vân Hồ 3	33	5.35	5	5	2	21.0095052	105.846229	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Thạch Bàn	68	15.6	4	2	2	21.0250451	105.9078847	Long Biên	Hà Nội
Căn hộ chung cư tại Khu đô thị mới Dương Nội	55	1.65	2	1	1	20.9810199737549	105.754898071289	Hà Đông	Hà Nội
Căn hộ chung cư tại The Pavilion - Vinhomes Ocean Park	70	2.94	2	2	2	21.0082664489746	105.952774047852	Gia Lâm	Hà Nội
Nhà mặt phố tại đường Nguyễn Văn Huyên	28	13.7	4	4	2	21.0381013	105.797596	Cầu Giấy	Hà Nội
Nhà riêng tại đường Nguyễn Văn Huyên	35	4.0	3	2	2	21.0376771	105.7976502	Cầu Giấy	Hà Nội
Nhà biệt thự, liền kề tại The Diamond Point	102	18.5	5	4	1	21.0462817015216	105.90168762207	Long Biên	Hà Nội
Căn hộ chung cư tại HC Golden City	72	3.13	2	2	-1	21.0371780395508	105.873069763184	Long Biên	Hà Nội
Nhà riêng tại đường Cát Linh	13	1.75	3	2	2	21.0288733	105.8308437	Đống Đa	Hà Nội
Nhà riêng tại đường Khương Trung	33	4.75	3	3	2	20.9955651	105.8175922	Thanh Xuân	Hà Nội
Căn hộ chung cư tại Chung cư CT36 Xuân La	76	3.9	2	2	2	21.0596752166748	105.804077148438	Tây Hồ	Hà Nội
Nhà riêng tại phố Cự Lộc	30	2.45	2	2	2	21.0029343	105.8119869	Thanh Xuân	Hà Nội
Nhà biệt thự, liền kề tại Vinhomes Ocean Park Gia Lâm	150	20.0	5	3	2	21.0024147033691	105.964111328125	Gia Lâm	Hà Nội
Căn hộ chung cư tại Vinhomes Smart City	25	1.35	1	1	2	21.008852005004883	105.7439193725586	Nam Từ Liêm	Hà Nội
Nhà riêng tại Khu đô thị mới Định Công	33	4.6	3	3	2	20.98556327819824	105.83258056640624	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Goldmark City	160	6.5	4	3	2	21.044233322143555	105.76731872558594	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Xuân La	50	6.85	4	5	2	21.0644876	105.8061035	Tây Hồ	Hà Nội
Căn hộ chung cư tại Golden Westlake	192	11.7	3	3	-1	21.043420791626	105.821563720703	Tây Hồ	Hà Nội
Căn hộ chung cư tại A10-A14 Nam Trung Yên	105	5.0	3	2	2	21.0190563201904	105.787979125977	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Vinhomes Smart City	55	2.33	2	1	2	21.008852005004883	105.7439193725586	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Phố Trạm	45	4.35	3	4	2	21.026428	105.8930876	Long Biên	Hà Nội
Nhà riêng tại đường Bồ Đề	67	7.6	4	3	2	21.038073	105.8719363	Long Biên	Hà Nội
Bán đất tại đường Đội Cấn	103	9.9	4	3	2	21.0378684	105.8107873	Ba Đình	Hà Nội
Căn hộ chung cư tại The Matrix One	87	4.9	2	2	0	21.00938606262207	105.77387237548828	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Trung Yên Plaza	112	5.0	2	2	2	21.014102935791016	105.80178833007812	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Sunshine Garden	140	5.0	4	3	1	20.9966850280762	105.873847961426	Hai Bà Trưng	Hà Nội
Nhà mặt phố tại phố Kim Mã	35	16.8	3	3	2	21.031921	105.82514	Ba Đình	Hà Nội
Nhà riêng tại đường Đại lộ Thăng Long	40	2.35	4	3	2	21.0109913	105.7208653	Hoài Đức	Hà Nội
Căn hộ chung cư tại Masteri Waterfront	130	8.49	4	3	1	20.99399375915528	105.95020294189452	Gia Lâm	Hà Nội
Nhà riêng tại phố Nguyễn Đổng Chi	46	9.5	5	5	-1	21.03845	105.764406	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Khu nhà ở Bắc Hà	110	3.5	3	2	2	20.982532501220703	105.78964233398438	Hà Đông	Hà Nội
Nhà mặt phố tại phố Tôn Đức Thắng	65	18.8	2	2	2	21.0232186	105.832676	Đống Đa	Hà Nội
Nhà riêng tại phố Phạm Tuấn Tài	65	10.2	6	5	2	21.043684	105.7863369	Cầu Giấy	Hà Nội
Căn hộ chung cư tại đường Tô Hiệu	60	1.8	2	1	2	21.0416549	105.7932017	Cầu Giấy	Hà Nội
Nhà riêng tại phố Đốc Ngữ	40	9.0	5	5	2	21.042073	105.8140746	Ba Đình	Hà Nội
Căn hộ chung cư tại Bình Minh Garden	92	3.3	3	2	2	21.069098	105.88804	Long Biên	Hà Nội
Căn hộ chung cư tại The Pavilion - Vinhomes Ocean Park	51	1.7	1	1	2	21.00826644897461	105.95277404785156	Gia Lâm	Hà Nội
Nhà riêng tại Khu chung cư Ngô Thì Nhậm	45	7.45	4	5	2	20.96933555603028	105.7681655883789	Hà Đông	Hà Nội
Căn hộ chung cư tại phố Doãn Kế Thiện	60	1.98	2	1	2	21.04087	105.779158	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Licogi 13 Tower	91	3.95	3	2	2	20.998833	105.7978	Thanh Xuân	Hà Nội
Căn hộ chung cư tại The Golden Palm Lê Văn Lương	81	4.0	2	2	2	21.006311	105.80748	Thanh Xuân	Hà Nội
Căn hộ chung cư tại Tổ hợp 310 Minh Khai	98	3.65	2	2	-1	20.9938678741455	105.861846923828	Hai Bà Trưng	Hà Nội
Căn hộ chung cư tại đường Xuân Đỉnh	50	1.1	2	1	2	21.0713761	105.7943322	Bắc Từ Liêm	Hà Nội
Căn hộ chung cư tại Vinhomes Gardenia	107	5.6	3	2	-1	21.0365676879883	105.760482788086	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm	60	1.6	2	1	2	21.00241470336914	105.964111328125	Gia Lâm	Hà Nội
Căn hộ chung cư tại Khu đô thị mới Linh Đàm	72	1.95	2	2	2	20.97145652770996	105.8281707763672	Hoàng Mai	Hà Nội
Nhà riêng tại phố Bạch Mai	30	3.6	2	2	2	20.998032	105.8503425	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Bồ Đề	53	6.5	3	4	2	21.038073	105.8719363	Long Biên	Hà Nội
Căn hộ chung cư tại Royal City	220	17.0	3	3	2	21.002666473388672	105.8154296875	Thanh Xuân	Hà Nội
Căn hộ chung cư tại Athena Fulland	70	1.6	2	2	2	20.9739685058594	105.82169342041	Hoàng Mai	Hà Nội
Nhà riêng tại phố Khâm Thiên	140	13.58	1	1	2	21.0153724	105.8384523	Đống Đa	Hà Nội
Nhà riêng tại phố Bà Triệu	55	11.5	4	4	2	20.969781	105.7806281	Hà Đông	Hà Nội
Nhà riêng tại đường Nguyễn Thái Học	70	25.0	5	5	2	21.0313671	105.8327807	Đống Đa	Hà Nội
Nhà riêng tại đường Trần Duy Hưng	57	11.0	5	4	2	21.0107492	105.799529	Cầu Giấy	Hà Nội
Nhà riêng tại đường Hoa Thám	34	3.1	4	4	2	21.0163377	105.7840464	Hoài Đức	Hà Nội
Căn hộ chung cư tại Hà Nội Aqua Central	140	15.0	4	3	2	21.044471740722656	105.84562683105467	Ba Đình	Hà Nội
Căn hộ chung cư tại Khu đô thị Nam Trung Yên	108	3.7	3	2	2	21.014148712158203	105.78872680664062	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Khu đô thị mới Xa La	75	1.63	2	1	-1	20.96246719360352	105.79236602783205	Hà Đông	Hà Nội
Nhà riêng tại phố Hào Nam	60	9.8	4	4	2	21.0255158	105.8275913	Đống Đa	Hà Nội
Nhà riêng tại đường Đặng Văn Ngữ	38	4.95	3	4	2	21.010018	105.831154	Đống Đa	Hà Nội
Căn hộ chung cư tại HH3 Linh Đàm	72	1.85	2	2	-1	20.963598251342773	105.82803344726562	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Vinhomes Smart City	54	2.15	2	2	2	21.0088520050049	105.743919372559	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Do Nha	33	3.0	3	4	2	21.0057899	105.7484722	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Khu đô thị Trung Hòa - Nhân Chính	110	4.65	3	2	2	21.00836563110352	105.80290985107422	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Feliz Homes	77	3.5	3	2	2	20.9848365783691	105.859855651855	Hoàng Mai	Hà Nội
Nhà riêng tại đường Mỹ Đình	39	4.75	6	6	2	21.0237213	105.7741546	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Goldmark City	100	3.9	3	2	2	21.044233322143555	105.76731872558594	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Hoàng Ngân	50	6.0	5	5	2	21.0071311	105.8100579	Thanh Xuân	Hà Nội
Căn hộ chung cư tại The Sakura - Vinhomes Smart City	54	2.65	2	1	1	21.005226135253903	105.7389144897461	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Nguyên Hồng	51	11.9	4	4	2	21.0159649	105.8099354	Đống Đa	Hà Nội
Căn hộ chung cư tại Royal City	181	13.0	3	2	2	21.002666473388672	105.8154296875	Thanh Xuân	Hà Nội
Nhà riêng tại đường Ngọc Hồi	45	4.9	4	5	2	20.9361201	105.8454656	Thanh Trì	Hà Nội
Căn hộ chung cư tại đường Vũ Trọng Phụng	65	2.1	3	1	2	20.9995156	105.8082001	Thanh Xuân	Hà Nội
Căn hộ chung cư tại N01-T1 Ngoại Giao Đoàn	133	8.75	4	3	2	21.065750122070312	105.79821014404295	Bắc Từ Liêm	Hà Nội
Căn hộ chung cư tại Vinhomes Skylake	67	4.5	2	2	2	21.020168	105.780754	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Cổ Linh	50	5.99	4	5	2	21.0280879	105.8926223	Long Biên	Hà Nội
Nhà riêng tại phố Tôn Đức Thắng	15	1.58	4	4	2	21.0267424	105.8338142	Đống Đa	Hà Nội
Nhà riêng tại phố Phùng Chí Kiên	50	14.8	4	4	2	21.0432126	105.8026243	Cầu Giấy	Hà Nội
Nhà riêng tại đường Bồ Đề	63	10.0	5	5	2	21.038073	105.8719363	Long Biên	Hà Nội
Nhà riêng tại đường Triều Khúc	47	4.3	4	3	2	20.9851308	105.7991032	Thanh Xuân	Hà Nội
Căn hộ chung cư tại Goldmark City	114	3.75	3	2	2	21.0442333221436	105.767318725586	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Tư Đình	61	5.0	2	1	2	21.028876	105.8840985	Long Biên	Hà Nội
Nhà riêng tại phố Trần Quốc Hoàn	65	12.6	6	6	2	21.0416888	105.7864094	Cầu Giấy	Hà Nội
Nhà riêng tại phố Hào Nam	51	6.39	5	5	2	21.0273364	105.8277878	Đống Đa	Hà Nội
Nhà riêng tại đường Phương Canh	30	3.2	3	4	2	21.0508372	105.7411184	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Trần Phú	32	3.4	3	4	2	20.9747143	105.7854713	Hà Đông	Hà Nội
Nhà riêng tại phố Thái Hà	42	9.8	4	4	2	21.012597	105.8201087	Đống Đa	Hà Nội
Nhà riêng tại đường Thụy Khuê	90	11.0	5	5	2	21.0458089	105.8132996	Tây Hồ	Hà Nội
Căn hộ chung cư tại Cầu Giấy Center Point	72	3.6	2	2	2	21.0322113037109	105.799697875977	Cầu Giấy	Hà Nội
Nhà riêng tại phố Sơn Tây	40	11.5	6	4	2	21.0330289	105.8333273	Ba Đình	Hà Nội
Căn hộ chung cư tại CT3 Cổ Nhuế	135	5.45	4	3	2	21.0508708953857	105.786125183105	Bắc Từ Liêm	Hà Nội
Nhà riêng tại phố Trung Kính	110	19.5	6	5	2	21.0118971	105.8012873	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Imperia Garden	90	4.25	2	2	2	20.997276306152344	105.80298614501952	Thanh Xuân	Hà Nội
Nhà riêng tại đường Xuân Phương	32	2.95	3	4	2	21.0316950611416	105.750467764648	Nam Từ Liêm	Hà Nội
Nhà biệt thự, liền kề tại Sol Lake Villa	100	11.1	5	5	2	20.95998954772949	105.73592376708984	Hà Đông	Hà Nội
Căn hộ chung cư tại Vinhomes Green Bay Mễ Trì	28	1.1	1	1	-1	20.9989585876465	105.788032531738	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Cổ Linh	75	7.9	6	4	2	21.0242557	105.9024498	Long Biên	Hà Nội
Nhà riêng tại đường Giáp Bát	50	7.45	4	4	2	20.9852949	105.8435415	Hoàng Mai	Hà Nội
Nhà riêng tại đường Đội Cấn	41	4.9	4	5	2	21.0349161	105.8253805	Ba Đình	Hà Nội
Căn hộ chung cư tại Eurowindow Multi Complex	159	8.1	3	2	2	21.0110893249512	105.799903869629	Cầu Giấy	Hà Nội
Nhà riêng tại đường Tân Mai	36	1.2	2	2	-1	20.983526	105.8565013	Hoàng Mai	Hà Nội
Nhà riêng tại đường Thụy Khuê	35	4.65	3	4	-1	21.0458089	105.8132996	Tây Hồ	Hà Nội
Nhà mặt phố tại đường Xuân Đỉnh	68	7.3	4	4	-1	21.0713761	105.7943322	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Vương Thừa Vũ	52	6.8	4	3	2	20.9978209	105.8219007	Thanh Xuân	Hà Nội
Căn hộ chung cư tại Vinhomes Smart City	30	1.33	1	1	2	21.008852005004883	105.7439193725586	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Chung cư Ruby City CT3	70	1.73	3	2	0	21.0363063812256	105.933120727539	Long Biên	Hà Nội
Căn hộ chung cư tại The Sakura - Vinhomes Smart City	55	3.02	2	1	2	21.005226135253903	105.7389144897461	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Hà Trì	41	3.85	4	3	2	20.9642275	105.7834302	Hà Đông	Hà Nội
Nhà riêng tại đường Nguyễn Văn Cừ	45	9.9	4	2	2	21.0495394	105.8834124	Long Biên	Hà Nội
Nhà riêng tại đường Ỷ La	30	3.25	3	4	2	20.9709582	105.7470688	Hà Đông	Hà Nội
Nhà riêng tại đường Voi Phục	33	2.8	3	4	2	21.0211881	105.939942	Gia Lâm	Hà Nội
Nhà mặt phố tại đường Quốc lộ 21B	140	9.5	1	1	2	20.9159506	105.7595301	Thanh Oai	Hà Nội
Căn hộ chung cư tại Berriver Long Biên	121	6.23	4	2	2	21.0443172454834	105.877861022949	Long Biên	Hà Nội
Nhà riêng tại đường Vũ Xuân Thiều	35	3.3	5	4	2	21.0349208	105.919251	Long Biên	Hà Nội
Nhà riêng tại đường Võ Thị Sáu	35	4.05	3	3	2	21.0058026	105.8549049	Hai Bà Trưng	Hà Nội
Căn hộ chung cư tại Feliz Homes	115	4.5	3	2	1	20.9848365783691	105.859855651855	Hoàng Mai	Hà Nội
Căn hộ chung cư tại D’. Le Roi Soleil	146	15.0	3	2	2	21.0658321380615	105.826507568359	Tây Hồ	Hà Nội
Căn hộ chung cư tại Vinhomes Skylake	60	4.0	2	2	2	21.02016830444336	105.78075408935548	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Khu đô thị mới Đại Thanh	66	1.68	2	2	2	20.95571517944336	105.80709075927734	Thanh Trì	Hà Nội
Nhà riêng tại thị trấn Chúc Sơn	42	0.95	2	1	2	20.9198574676493	105.708517919656	Chương Mỹ	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Phú Cát City	212	8.9	3	3	2	20.9808349609375	105.533615112305	Thạch Thất	Hà Nội
Căn hộ chung cư tại Vinhomes Smart City	55	3.1	3	2	-1	21.0088520050049	105.743919372559	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại The Matrix One	112	6.5	3	2	2	21.0093860626221	105.773872375488	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Chung cư B4 - B14 Kim Liên	115	5.0	3	2	2	21.01015853881836	105.83633422851562	Đống Đa	Hà Nội
Nhà mặt phố tại đường Phố Trạm	58	13.63	4	3	2	21.026428	105.8930876	Long Biên	Hà Nội
Nhà riêng tại đường Hoàng Như Tiếp	52	6.39	4	4	2	21.0405457	105.8776409	Long Biên	Hà Nội
Căn hộ chung cư tại Chung cư An Lạc - Mỹ Đình	86	3.25	3	2	2	21.033037185668945	105.76166534423828	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Xuân Phương Residence	65	2.1	2	1	2	21.0327262878418	105.753746032715	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại D’. El Dorado	64	7.0	2	2	2	21.0739040374756	105.799980163574	Tây Hồ	Hà Nội
Nhà riêng tại đường Võ Thị Sáu	35	3.88	3	3	2	21.0058026	105.8549049	Hai Bà Trưng	Hà Nội
Căn hộ chung cư tại Khu đô thị mới Pháp Vân - Tứ Hiệp	68	1.8	2	2	1	20.9562702178955	105.84504699707	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Mỹ Đình Pearl	135	7.0	4	3	-1	21.012432	105.767395	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Tam Trinh	70	7.8	6	4	2	20.9863393	105.8635604	Hoàng Mai	Hà Nội
Nhà riêng tại phố Kim Mã	25	3.1	2	3	2	21.029527	105.8096212	Ba Đình	Hà Nội
Căn hộ chung cư tại phố Thái Hà	80	2.78	3	2	2	21.012597	105.8201087	Đống Đa	Hà Nội
Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm	63	2.0	2	2	2	21.00241470336914	105.964111328125	Gia Lâm	Hà Nội
Căn hộ chung cư tại đường Trần Đăng Ninh	65	2.5	2	1	2	21.0387557	105.7922448	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Imperia Garden	105	5.0	3	2	2	20.997276	105.802986	Thanh Xuân	Hà Nội
Nhà riêng tại phường Mễ Trì	40	7.9	5	6	2	21.0036785241541	105.782566362721	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm	82	2.7	3	2	2	21.00241470336914	105.964111328125	Gia Lâm	Hà Nội
Nhà riêng tại phố Mai Dịch	68	14.7	6	5	2	21.0430058	105.7752763	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Discovery Complex	94	4.25	2	2	1	21.035051345825195	105.79497528076172	Cầu Giấy	Hà Nội
Căn hộ chung cư tại MHD Trung Văn	106	3.71	3	2	1	20.9919548034668	105.785102844238	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Hồ Gươm Plaza	130	4.29	4	2	-1	20.9792900085449	105.785461425781	Hà Đông	Hà Nội
Căn hộ chung cư tại Chung cư NO-08 Giang Biên	72	2.4	2	2	2	21.06745719909668	105.92005157470705	Long Biên	Hà Nội
Căn hộ chung cư tại The Pride	110	3.0	3	2	-1	20.9760246276855	105.761596679688	Hà Đông	Hà Nội
Căn hộ chung cư tại Chung cư Đại Thanh	66	1.63	2	2	2	20.95757484436035	105.80690002441406	Thanh Trì	Hà Nội
Căn hộ chung cư tại Sky Central	66	3.3	2	2	2	20.9827823638916	105.83438110351562	Hoàng Mai	Hà Nội
Nhà riêng tại đường Bồ Đề	62	8.8	5	4	2	21.038073	105.8719363	Long Biên	Hà Nội
Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm	47	1.3	1	1	2	21.0024147033691	105.964111328125	Gia Lâm	Hà Nội
Nhà riêng tại đường Khương Trung	33	3.25	3	3	2	20.9955651	105.8175922	Thanh Xuân	Hà Nội
Nhà riêng tại đường Đại Cồ Việt	50	7.6	4	3	2	21.0081338	105.8462749	Hai Bà Trưng	Hà Nội
Căn hộ chung cư tại Vinhomes Times City - Park Hill	136	8.2	4	3	2	20.99433326721192	105.86756134033205	Hai Bà Trưng	Hà Nội
Căn hộ chung cư tại đường Hoàng Quốc Việt	70	2.9	2	1	2	21.0462774	105.7882601	Bắc Từ Liêm	Hà Nội
Nhà biệt thự, liền kề tại Tây Nam Hồ Linh Đàm	90	12.6	4	4	-1	20.962661743164062	105.8212661743164	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Hà Nội Paragon	138	5.8	3	2	1	21.03117752075196	105.78939819335938	Cầu Giấy	Hà Nội
Nhà riêng tại đường Huỳnh Thúc Kháng	45	10.48	4	4	2	21.0183987	105.8112651	Đống Đa	Hà Nội
Nhà riêng tại đường Xuân Đỉnh	30	3.3	2	3	2	21.0713761	105.7943322	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Bùi Xương Trạch	33	3.4	4	4	2	20.9872801	105.8185879	Thanh Xuân	Hà Nội
Căn hộ chung cư tại Helios Tower 75 Tam Trinh	73	3.15	2	2	2	20.994585037231445	105.86339569091795	Hoàng Mai	Hà Nội
Căn hộ chung cư tại New Horizon City - 87 Lĩnh Nam	98	3.3	3	2	2	20.9894237518311	105.866561889648	Hoàng Mai	Hà Nội
Nhà riêng tại đường Hoàng Mai	65	8.9	4	5	2	20.9885384	105.8568166	Hoàng Mai	Hà Nội
Căn hộ chung cư tại An Bình City	74	3.5	2	2	2	21.0495662689209	105.778594970703	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Hà Trì	58	2.7	4	3	-1	20.9642275	105.7834302	Hà Đông	Hà Nội
Căn hộ chung cư tại FLC Complex 36 Phạm Hùng	93	4.0	3	2	2	21.02819061279297	105.7791976928711	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Hoàng Hoa Thám	45	5.95	4	5	2	21.0395998	105.8279835	Ba Đình	Hà Nội
Nhà riêng tại đường Đê La Thành	25	3.6	3	4	2	21.017265	105.8317477	Đống Đa	Hà Nội
Nhà riêng tại đường Trương Định	34	3.3	3	4	2	20.9842193	105.8460887	Hoàng Mai	Hà Nội
Nhà riêng tại đường Phú Diễn	39	4.67	3	4	-1	21.0452512	105.7624855	Bắc Từ Liêm	Hà Nội
Căn hộ chung cư tại Khu đô thị Trung Hòa - Nhân Chính	85	4.5	2	2	2	21.008366	105.80291	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Goldmark City	160	6.5	4	2	2	21.044233322143555	105.76731872558594	Bắc Từ Liêm	Hà Nội
Nhà biệt thự, liền kề tại Vinhomes Ocean Park Gia Lâm	156	17.94	2	2	2	21.00241470336914	105.964111328125	Gia Lâm	Hà Nội
Nhà biệt thự, liền kề tại đường Đại lộ Chu Văn An	100	19.0	6	6	2	20.9749989426765	105.823630009708	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Eurowindow River Park	71	2.01	2	2	2	21.0823497772217	105.871757507324	Đông Anh	Hà Nội
Nhà riêng tại đường Đại Từ	54	5.5	4	4	2	20.9713546	105.8353495	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Khu đô thị Văn Khê	138	2.85	3	2	-1	20.972412109375	105.761528015137	Hà Đông	Hà Nội
Nhà riêng tại đường La Nội	31	3.05	3	3	2	20.9790268302375	105.748376566409	Hà Đông	Hà Nội
Nhà riêng tại đường Ngọc Hồi	40	3.5	4	4	2	20.9488254	105.8442566	Thanh Trì	Hà Nội
Căn hộ chung cư tại Khu đô thị Trung Hòa - Nhân Chính	236	8.02	4	3	2	21.0083656311035	105.802909851074	Cầu Giấy	Hà Nội
Căn hộ chung cư tại An Bình City	90	4.5	3	2	2	21.0495662689209	105.778594970703	Bắc Từ Liêm	Hà Nội
Căn hộ chung cư tại HUD3 Nguyễn Đức Cảnh	91	3.73	3	2	-1	20.987325668335	105.849838256836	Hoàng Mai	Hà Nội
Nhà biệt thự, liền kề tại Chung cư Packexim	118	21.0	6	4	2	21.083890914917	105.808479309082	Tây Hồ	Hà Nội
Căn hộ chung cư tại Park Kiara	135	7.8	3	3	2	20.9673748016357	105.754013061523	Hà Đông	Hà Nội
Căn hộ chung cư tại Đồng Phát Park View Tower	95	2.95	3	2	2	20.980098724365234	105.8742446899414	Hoàng Mai	Hà Nội
Nhà riêng tại đường Tân Mai	45	5.2	3	3	2	20.9836483	105.8551097	Hoàng Mai	Hà Nội
Căn hộ chung cư tại The Manor - Hà Nội	252	11.0	4	3	2	21.0141735076904	105.775871276855	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại The Matrix One	86	4.9	2	2	0	21.00938606262207	105.77387237548828	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Vương Thừa Vũ	38	6.58	4	5	2	20.9986295	105.8218709	Thanh Xuân	Hà Nội
Nhà riêng tại đường Yên Hòa	46	8.15	5	5	2	21.023216	105.7948113	Cầu Giấy	Hà Nội
Căn hộ chung cư tại đường Vũ Trọng Phụng	60	2.2	3	1	2	20.9995156	105.8082001	Thanh Xuân	Hà Nội
Nhà riêng tại đường 32	39	3.15	4	4	2	21.0568277	105.7288791	Hoài Đức	Hà Nội
Căn hộ chung cư tại The Emerald	81	3.39	2	2	2	21.02216148376465	105.77179718017578	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Nguyễn Khánh Toàn	55	7.7	6	4	2	21.0377412	105.8008204	Cầu Giấy	Hà Nội
Nhà riêng tại đường La Phù	33	1.95	3	3	2	20.9774186214318	105.734460372663	Hoài Đức	Hà Nội
Nhà riêng tại đường Định Công Hạ	36	3.8	3	3	-1	20.9827063	105.8274629	Hoàng Mai	Hà Nội
Căn hộ chung cư tại HH4 Linh Đàm	76	2.0	3	2	-1	20.963314056396484	105.82673645019533	Hoàng Mai	Hà Nội
